rank,graph_id,vertices,faces,triangles,min_x,min_y,min_z,max_x,max_y,max_z,material_face_counts
371,213,737,1339,1339,-0.2367553412914276,-0.10930636525154114,0.3791656494140625,-0.2205352485179901,-0.049995455890893936,0.469940185546875,"{""0"": 1339}"
372,687,725,1335,1335,0.04935840144753456,-0.260101318359375,0.793365478515625,0.09101871401071548,-0.2240600436925888,0.8245849609375,"{""0"": 1335}"
373,245,736,1334,1334,-0.2247314155101776,-0.1839142143726349,0.5070075988769531,-0.1916961371898651,-0.1616516411304474,0.56268310546875,"{""0"": 1334}"
374,140,728,1333,1333,-0.270751953125,-0.08533480018377304,0.6875,-0.2334136813879013,-0.013447788543999195,0.75433349609375,"{""0"": 1333}"
375,924,737,1328,1328,0.2052154839038849,-0.059520695358514786,0.42641448974609375,0.262542724609375,-0.026042906567454338,0.47890567779541016,"{""0"": 1328}"
376,38,731,1321,1321,-0.323516845703125,0.10657497495412827,0.4832153022289276,-0.29376220703125,0.15904231369495392,0.5481376647949219,"{""0"": 1321}"
377,481,721,1318,1318,-0.09490963071584702,-0.08399965614080429,0.15887451171875,-0.06549831479787827,-0.033046748489141464,0.22735595703125,"{""0"": 1318}"
378,387,727,1306,1306,-0.16662593185901642,-0.1304321587085724,0.223358154296875,-0.12496943771839142,-0.10961154103279114,0.2773895263671875,"{""0"": 1306}"
379,277,705,1303,1303,-0.21377559006214142,-0.2039795070886612,0.3795166015625,-0.16786189377307892,-0.1685791313648224,0.42633819580078125,"{""0"": 1303}"
380,230,699,1298,1298,-0.2301482856273651,-0.09734348207712173,0.344268798828125,-0.1975555121898651,-0.07051090151071548,0.43065643310546875,"{""0"": 1298}"
381,70,696,1282,1282,-0.30706787109375,0.12812800705432892,0.3507843017578125,-0.294830322265625,0.16595454514026642,0.41017910838127136,"{""0"": 1282}"
382,602,688,1282,1282,-0.0153540950268507,-0.385284423828125,0.4680843651294708,0.029787128791213036,-0.36834716796875,0.5295562744140625,"{""0"": 1282}"
383,798,708,1282,1282,0.1455688625574112,0.0115404287353158,0.251556396484375,0.1845398098230362,0.04097367078065872,0.321807861328125,"{""0"": 1282}"
384,436,688,1272,1272,-0.1394501030445099,0.3438110053539276,0.54217529296875,-0.10243991762399673,0.37841796875,0.6021499633789062,"{""0"": 1272}"
385,860,702,1267,1267,0.17272953689098358,-0.2075957953929901,0.3198547661304474,0.21859745681285858,-0.1936034858226776,0.4085845947265625,"{""0"": 1267}"
386,84,681,1242,1242,-0.302276611328125,0.09661861509084702,0.442867249250412,-0.256591796875,0.11624904721975327,0.49175891280174255,"{""0"": 1242}"
387,542,688,1240,1240,-0.055801428854465485,0.287353515625,0.6802215576171875,-0.022394221276044846,0.36102294921875,0.756072998046875,"{""0"": 1240}"
388,599,690,1238,1238,-0.019393904134631157,-0.1657104343175888,0.869293212890625,0.035362258553504944,-0.12249753624200821,0.913421630859375,"{""0"": 1238}"
389,24,667,1237,1237,-0.33935546875,0.17350764572620392,0.38437649607658386,-0.3072509765625,0.21128840744495392,0.47278591990470886,"{""0"": 1237}"
390,901,673,1232,1232,0.1964264214038849,-0.02123449556529522,0.2687225341796875,0.2400207668542862,0.01885034888982773,0.331268310546875,"{""0"": 1232}"
391,149,662,1229,1229,-0.262969970703125,0.2299499362707138,0.6003265380859375,-0.2463989555835724,0.2508849799633026,0.676849365234375,"{""0"": 1229}"
392,564,685,1229,1229,-0.03955454006791115,-0.36114501953125,0.5807723999023438,-0.01692003570497036,-0.322113037109375,0.66522216796875,"{""0"": 1229}"
393,132,664,1224,1224,-0.275482177734375,0.058219872415065765,0.376708984375,-0.253509521484375,0.07987209409475327,0.42319488525390625,"{""0"": 1224}"
394,1015,658,1211,1211,0.2564697265625,0.1289978176355362,0.3118743896484375,0.28997802734375,0.14877323806285858,0.36614990234375,"{""0"": 1211}"
395,100,651,1192,1192,-0.29364013671875,-0.08230593800544739,0.5569915771484375,-0.259735107421875,-0.04522326961159706,0.615753173828125,"{""0"": 1192}"
396,280,653,1190,1190,-0.2127380669116974,0.2969360053539276,0.4402465522289276,-0.1579895317554474,0.3632507026195526,0.4929666221141815,"{""0"": 1190}"
397,477,658,1177,1177,-0.09874726086854935,0.2102813422679901,0.3182373046875,-0.06389618664979935,0.2392730563879013,0.360137939453125,"{""0"": 1177}"
398,723,632,1176,1176,0.08477017283439636,0.3375244438648224,0.46961021423339844,0.1339873969554901,0.35284423828125,0.5152988433837891,"{""0"": 1176}"
399,1033,628,1167,1167,0.272552490234375,0.22346501052379608,0.5058193206787109,0.291839599609375,0.2788391411304474,0.5625534057617188,"{""0"": 1167}"
400,171,630,1165,1165,-0.252685546875,0.2071227878332138,0.6654815673828125,-0.2264404594898224,0.2382659763097763,0.7337646484375,"{""0"": 1165}"
401,702,629,1164,1164,0.06342315673828125,0.1933746337890625,0.2687225341796875,0.09810637682676315,0.2099304348230362,0.346343994140625,"{""0"": 1164}"
402,858,632,1159,1159,0.1711578667163849,-0.001966225914657116,0.2418518215417862,0.2097015529870987,0.014413850381970406,0.2969512939453125,"{""0"": 1159}"
403,8,626,1157,1157,-0.368133544921875,0.14324946701526642,0.4648227393627167,-0.331268310546875,0.18925471603870392,0.5091342926025391,"{""0"": 1157}"
404,302,627,1154,1154,-0.2033843696117401,-0.2331390678882599,0.5664596557617188,-0.17282100021839142,-0.1861572563648224,0.6238861083984375,"{""0"": 1154}"
405,119,632,1152,1152,-0.284332275390625,0.12378688901662827,0.2480621188879013,-0.237579345703125,0.15733332931995392,0.2995147705078125,"{""0"": 1152}"
406,849,624,1151,1151,0.1674499213695526,0.2955322563648224,0.5666046142578125,0.1891936957836151,0.3468323051929474,0.6210174560546875,"{""0"": 1151}"
407,125,638,1147,1147,-0.2821044921875,0.06724544614553452,0.41705322265625,-0.25408935546875,0.09114070981740952,0.4628772437572479,"{""0"": 1147}"
408,107,631,1143,1143,-0.290771484375,0.0007505694520659745,0.5019035339355469,-0.2488555759191513,0.04478069767355919,0.5558013916015625,"{""0"": 1143}"
409,131,616,1133,1133,-0.2766112685203552,-0.2077026516199112,0.672882080078125,-0.2324981391429901,-0.1611938625574112,0.7175445556640625,"{""0"": 1133}"
410,9,619,1132,1132,-0.364654541015625,0.19635005295276642,0.3571166694164276,-0.3359375,0.22731013596057892,0.4265594184398651,"{""0"": 1132}"
411,866,618,1132,1132,0.1740264743566513,0.2314300835132599,0.432373046875,0.2274932712316513,0.2557983696460724,0.5222434997558594,"{""0"": 1132}"
412,206,611,1130,1130,-0.2415466457605362,0.2672118842601776,0.46906086802482605,-0.2086944878101349,0.3182372748851776,0.5198593139648438,"{""0"": 1130}"
413,693,638,1129,1129,0.05440140888094902,0.1047668531537056,0.20025634765625,0.0894165188074112,0.136474609375,0.2506561279296875,"{""0"": 1129}"
414,1114,602,1112,1112,0.356109619140625,0.10637669265270233,0.4842696189880371,0.3695068359375,0.14987187087535858,0.5352249145507812,"{""0"": 1112}"
415,620,615,1110,1110,-0.008853863924741745,-0.3326416015625,0.71795654296875,0.028598828241229057,-0.289794921875,0.774169921875,"{""0"": 1110}"
416,537,595,1095,1095,-0.0577048659324646,-0.3662109375,0.5065517425537109,-0.032791078090667725,-0.35394287109375,0.5702438354492188,"{""0"": 1095}"
417,138,598,1092,1092,-0.27301025390625,0.031982384622097015,0.40103912353515625,-0.2332305759191513,0.08541866391897202,0.44795989990234375,"{""0"": 1092}"
418,632,594,1090,1090,0.0008723646169528365,0.2289733737707138,0.2791748046875,0.03130339831113815,0.2579345703125,0.3491668701171875,"{""0"": 1090}"
419,926,596,1088,1088,0.2071228325366974,-0.2128905951976776,0.6119918823242188,0.2210083305835724,-0.1744689643383026,0.6702880859375,"{""0"": 1088}"
420,369,609,1086,1086,-0.1759796440601349,0.3071593940258026,0.5884628295898438,-0.1351929008960724,0.3470763862133026,0.6378631591796875,"{""0"": 1086}"
421,49,589,1079,1079,-0.317474365234375,-0.05881885066628456,0.5208930969238281,-0.286376953125,-0.029695549979805946,0.5693893432617188,"{""0"": 1079}"
422,89,587,1077,1077,-0.298736572265625,0.2295074164867401,0.5177097320556641,-0.275146484375,0.2834777534008026,0.5758438110351562,"{""0"": 1077}"
423,363,576,1077,1077,-0.181793212890625,0.1434783637523651,0.2537078857421875,-0.1515960693359375,0.15747065842151642,0.3119354248046875,"{""0"": 1077}"
424,306,586,1075,1075,-0.2011413425207138,0.05663677304983139,0.210601806640625,-0.1808318942785263,0.08192440867424011,0.27874755859375,"{""0"": 1075}"
425,984,585,1074,1074,0.2325897365808487,0.08306887000799179,0.2918548583984375,0.273223876953125,0.11828616261482239,0.3908233642578125,"{""0"": 1074}"
426,775,582,1073,1073,0.1323699802160263,0.2734375298023224,0.3731231689453125,0.1548309177160263,0.2816467583179474,0.4328041076660156,"{""0"": 1073}"
427,920,584,1073,1073,0.2030639499425888,0.2205047905445099,0.3091583251953125,0.2366943210363388,0.2411194145679474,0.4332923889160156,"{""0"": 1073}"
428,998,581,1071,1071,0.2459106296300888,0.2205810844898224,0.5906219482421875,0.25146484375,0.2421417534351349,0.657135009765625,"{""0"": 1071}"
429,312,586,1067,1067,-0.19929499924182892,-0.2552490532398224,0.5441322326660156,-0.13900752365589142,-0.2272949367761612,0.5570449829101562,"{""0"": 1067}"
430,278,592,1060,1060,-0.2132873237133026,-0.1285248100757599,0.3489837646484375,-0.1955260932445526,-0.11803439259529114,0.4458122253417969,"{""0"": 1060}"
431,116,571,1055,1055,-0.28582763671875,-0.02012445591390133,0.754791259765625,-0.2480316162109375,0.01012418046593666,0.79827880859375,"{""0"": 1055}"
432,176,569,1055,1055,-0.2513427734375,0.03616710379719734,0.3273773193359375,-0.2336578220129013,0.05692669376730919,0.40460968017578125,"{""0"": 1055}"
433,41,577,1054,1054,-0.320892333984375,0.1531371772289276,0.6246490478515625,-0.286773681640625,0.17230220139026642,0.680999755859375,"{""0"": 1054}"
434,914,573,1052,1052,0.2015533745288849,-0.02558896690607071,0.351593017578125,0.2248687893152237,0.0060396441258490086,0.42336273193359375,"{""0"": 1052}"
435,246,579,1050,1050,-0.22418212890625,0.12228389829397202,0.227020263671875,-0.20037841796875,0.17559809982776642,0.3010711669921875,"{""0"": 1050}"
436,270,572,1045,1045,-0.21707148849964142,-0.2143402397632599,0.5412254333496094,-0.17456050217151642,-0.1917419731616974,0.554473876953125,"{""0"": 1045}"
437,627,569,1045,1045,-0.001724746311083436,0.11295320838689804,0.90411376953125,0.014395694248378277,0.1785583645105362,0.92779541015625,"{""0"": 1045}"
438,642,582,1037,1037,0.010143260471522808,0.05017092078924179,0.9072265625,0.03525923192501068,0.12466432899236679,0.933624267578125,"{""0"": 1037}"
439,930,560,1034,1034,0.2081298530101776,0.23179630935192108,0.6342926025390625,0.2222594916820526,0.2695923149585724,0.6788330078125,"{""0"": 1034}"
440,958,567,1030,1030,0.22012333571910858,-0.2038879096508026,0.4481392204761505,0.23091129958629608,-0.1780852973461151,0.548309326171875,"{""0"": 1030}"
441,139,561,1029,1029,-0.27105712890625,0.09722896665334702,0.3264617919921875,-0.2436065524816513,0.11901850998401642,0.3953094184398651,"{""0"": 1029}"
442,505,567,1029,1029,-0.08322906494140625,0.1711578071117401,0.2524566650390625,-0.0533447265625,0.2010345160961151,0.3193206787109375,"{""0"": 1029}"
443,966,561,1028,1028,0.2232208400964737,0.03292848914861679,0.2958526611328125,0.2481079250574112,0.04972841963171959,0.3449859619140625,"{""0"": 1028}"
444,388,558,1025,1025,-0.1659850776195526,-0.03769686445593834,0.2821807861328125,-0.1300811469554901,-0.002232104307040572,0.300079345703125,"{""0"": 1025}"
445,1076,566,1016,1016,0.300079345703125,0.17282108962535858,0.509063720703125,0.312103271484375,0.20065312087535858,0.5646133422851562,"{""0"": 1016}"
446,1111,554,1016,1016,0.341766357421875,0.09905247390270233,0.4738750457763672,0.347015380859375,0.12504582107067108,0.5329360961914062,"{""0"": 1016}"
447,143,565,1014,1014,-0.2681884765625,-0.09778597205877304,0.6031875610351562,-0.2456817477941513,-0.07516482472419739,0.63958740234375,"{""0"": 1014}"
448,61,556,1009,1009,-0.31146240234375,0.11652370542287827,0.37882229685783386,-0.28814697265625,0.14590449631214142,0.43466946482658386,"{""0"": 1009}"
449,834,547,1006,1006,0.16079716384410858,-0.2646789252758026,0.47580626606941223,0.16934208571910858,-0.2517699897289276,0.5509796142578125,"{""0"": 1006}"
450,296,560,1004,1004,-0.206024169921875,0.1753997504711151,0.2885894477367401,-0.1766357421875,0.2015685737133026,0.3450774848461151,"{""0"": 1004}"
451,431,551,1004,1004,-0.141204833984375,0.1736602485179901,0.277618408203125,-0.098876953125,0.2006377875804901,0.3277587890625,"{""0"": 1004}"
452,611,555,1003,1003,-0.013382856734097004,-0.37554931640625,0.594757080078125,0.0043845768086612225,-0.358245849609375,0.6672821044921875,"{""0"": 1003}"
453,292,544,989,989,-0.2078399360179901,-0.2070770561695099,0.5038843154907227,-0.18386836349964142,-0.1798401176929474,0.55108642578125,"{""0"": 989}"
454,850,542,980,980,0.1674499213695526,0.3033142387866974,0.5666046142578125,0.1928863227367401,0.3471985161304474,0.6248626708984375,"{""0"": 980}"
455,169,532,970,970,-0.25274658203125,-0.10655977576971054,0.635772705078125,-0.2298583835363388,-0.08450319617986679,0.687286376953125,"{""0"": 970}"
456,156,542,969,969,-0.25885009765625,-0.08228304237127304,0.5731582641601562,-0.2340545505285263,-0.02993205189704895,0.6359405517578125,"{""0"": 969}"
457,111,534,967,967,-0.288665771484375,0.1553344428539276,0.315887451171875,-0.265289306640625,0.1783446967601776,0.38481900095939636,"{""0"": 967}"
458,322,535,966,966,-0.1955108493566513,0.09551998972892761,0.220794677734375,-0.1817016452550888,0.10808559507131577,0.2899322509765625,"{""0"": 966}"
459,1068,528,966,966,0.2918701171875,0.09342960268259048,0.3640899658203125,0.313385009765625,0.12538151443004608,0.449981689453125,"{""0"": 966}"
460,328,527,963,963,-0.19367976486682892,-0.2860412895679474,0.57891845703125,-0.14251704514026642,-0.2579651176929474,0.60986328125,"{""0"": 963}"
461,485,520,960,960,-0.09172815829515457,-0.31988525390625,0.5002670288085938,-0.0528373196721077,-0.29339599609375,0.5629959106445312,"{""0"": 960}"
462,1071,524,960,960,0.294342041015625,-0.03150935098528862,0.655487060546875,0.3328857421875,0.009092381224036217,0.7046661376953125,"{""0"": 960}"
463,291,529,953,953,-0.2084197700023651,-0.2018432915210724,0.55987548828125,-0.1932220160961151,-0.1783600151538849,0.612945556640625,"{""0"": 953}"
464,1025,524,952,952,0.267486572265625,0.09954838454723358,0.6407928466796875,0.28521728515625,0.14369207620620728,0.7112579345703125,"{""0"": 952}"
465,93,533,951,951,-0.29620361328125,0.07877346128225327,0.42900848388671875,-0.274993896484375,0.09966274350881577,0.4784068763256073,"{""0"": 951}"
466,938,518,950,950,0.2096710503101349,-0.2129516303539276,0.5766830444335938,0.22605900466442108,-0.2079162299633026,0.654571533203125,"{""0"": 950}"
467,456,516,948,948,-0.11576838791370392,-0.1724090874195099,0.20477294921875,-0.08547205477952957,-0.1362304985523224,0.23016357421875,"{""0"": 948}"
468,458,515,945,945,-0.11440277099609375,0.1629333198070526,0.2443695068359375,-0.0909271240234375,0.1796111762523651,0.284820556640625,"{""0"": 945}"
469,601,514,943,943,-0.01764676347374916,-0.2205810397863388,0.87103271484375,0.024236705154180527,-0.2062988132238388,0.900146484375,"{""0"": 943}"
470,130,516,940,940,-0.2777099609375,0.019044842571020126,0.5053844451904297,-0.2347564548254013,0.04578777775168419,0.5347671508789062,"{""0"": 940}"
471,225,513,937,937,-0.2339782416820526,-0.2027740627527237,0.7162017822265625,-0.1999969184398651,-0.1837768703699112,0.761749267578125,"{""0"": 937}"
472,955,521,935,935,0.2174072563648224,-0.1519317328929901,0.43102267384529114,0.2306671440601349,-0.11925503611564636,0.5140838623046875,"{""0"": 935}"
473,1030,527,935,935,0.271942138671875,0.02109721675515175,0.39305877685546875,0.302215576171875,0.045677222311496735,0.4676513671875,"{""0"": 935}"
474,894,531,934,934,0.1884002834558487,0.024230970069766045,0.2416992336511612,0.2267303615808487,0.035602591931819916,0.2990875244140625,"{""0"": 934}"
475,226,521,930,930,-0.2323150336742401,-0.07497408986091614,0.348785400390625,-0.2168578803539276,-0.04107288271188736,0.4409637451171875,"{""0"": 930}"
476,351,514,930,930,-0.18583674728870392,-0.2288513332605362,0.41120147705078125,-0.15834040939807892,-0.1928100883960724,0.44482421875,"{""0"": 930}"
477,419,518,930,930,-0.14796443283557892,-0.304168701171875,0.5801620483398438,-0.10682673752307892,-0.2846069633960724,0.6435089111328125,"{""0"": 930}"
478,490,510,929,929,-0.09137725085020065,0.1254577338695526,0.189666748046875,-0.06967925280332565,0.1571349799633026,0.254302978515625,"{""0"": 929}"
479,579,514,929,929,-0.0312003493309021,-0.38018798828125,0.5093288421630859,-0.0007246098248288035,-0.3597412109375,0.56878662109375,"{""0"": 929}"
480,802,505,927,927,0.1468658596277237,0.03911973163485527,0.18023681640625,0.1652832180261612,0.07411957532167435,0.228912353515625,"{""0"": 927}"
481,60,519,925,925,-0.311309814453125,0.09252925962209702,0.46585842967033386,-0.29376220703125,0.11264797300100327,0.5327720642089844,"{""0"": 925}"
482,428,506,925,925,-0.14099116623401642,-0.2970581352710724,0.48767685890197754,-0.11305994540452957,-0.2590637505054474,0.5389556884765625,"{""0"": 925}"
483,598,521,925,925,-0.018924660980701447,-0.3438720703125,0.5936737060546875,-0.0031082078348845243,-0.31268310546875,0.651336669921875,"{""0"": 925}"
484,508,523,924,924,-0.08113101124763489,0.258148193359375,0.7496337890625,-0.026290927082300186,0.29315185546875,0.7828369140625,"{""0"": 924}"
485,511,501,920,920,-0.07633204013109207,-0.344573974609375,0.517303466796875,-0.06112665310502052,-0.3203125,0.5755462646484375,"{""0"": 920}"
486,604,509,915,915,-0.015295030549168587,0.1894225925207138,0.27496337890625,0.0325775071978569,0.22491455078125,0.337158203125,"{""0"": 915}"
487,751,506,915,915,0.10901642590761185,0.1419219970703125,0.2547454833984375,0.1480865478515625,0.1599731594324112,0.3222503662109375,"{""0"": 915}"
488,420,504,912,912,-0.14553828537464142,-0.1445770561695099,0.223541259765625,-0.11159510910511017,-0.11985018104314804,0.2566375732421875,"{""0"": 912}"
489,513,519,907,907,-0.07686614990234375,-0.03065870888531208,0.9283447265625,-0.016698837280273438,-0.0015525678172707558,0.943359375,"{""0"": 907}"
490,1061,499,907,907,0.285675048828125,0.08625033497810364,0.3025360107421875,0.299774169921875,0.12100222706794739,0.378173828125,"{""0"": 907}"
491,95,491,902,902,-0.29522705078125,0.21208186447620392,0.44922253489494324,-0.288909912109375,0.23558039963245392,0.5118293762207031,"{""0"": 902}"
492,871,503,901,901,0.17695622146129608,-0.2388763129711151,0.4681873619556427,0.19592289626598358,-0.2166747748851776,0.5564117431640625,"{""0"": 901}"
493,389,494,900,900,-0.1652527153491974,0.3308105170726776,0.5730133056640625,-0.1269378960132599,0.3650512397289276,0.6230621337890625,"{""0"": 900}"
494,969,490,888,888,0.2248688042163849,-0.1999969184398651,0.5213356018066406,0.2583618760108948,-0.1575622260570526,0.5611648559570312,"{""0"": 888}"
495,228,489,883,883,-0.2317657172679901,-0.2402801662683487,0.7034149169921875,-0.1833953559398651,-0.2080078274011612,0.740570068359375,"{""0"": 883}"
496,152,484,881,881,-0.261474609375,0.12319181859493256,0.80206298828125,-0.2331390529870987,0.1616363376379013,0.8404541015625,"{""0"": 881}"
497,1057,491,880,880,0.282562255859375,0.02132800593972206,0.377532958984375,0.30303955078125,0.06057361140847206,0.4407615661621094,"{""0"": 880}"
498,433,481,878,878,-0.14048762619495392,-0.2970581352710724,0.48767685890197754,-0.11222834140062332,-0.2590637505054474,0.5455741882324219,"{""0"": 878}"
499,115,481,876,876,-0.285491943359375,-0.06796266883611679,0.7256927490234375,-0.258209228515625,-0.02423098310828209,0.759521484375,"{""0"": 876}"
500,303,478,866,866,-0.2033080905675888,0.029344523325562477,0.2479095309972763,-0.1775817722082138,0.057579006999731064,0.2807159423828125,"{""0"": 866}"
501,548,484,865,865,-0.050758302211761475,-0.340667724609375,0.5008573532104492,-0.025667136535048485,-0.3294677734375,0.5805282592773438,"{""0"": 865}"
502,728,504,865,865,0.09075170010328293,-0.28741455078125,0.5147476196289062,0.15438847243785858,-0.2477111667394638,0.5432395935058594,"{""0"": 865}"
503,1019,486,865,865,0.261016845703125,0.1795196831226349,0.46219444274902344,0.28228759765625,0.2153168022632599,0.5740127563476562,"{""0"": 865}"
504,366,496,862,862,-0.18066401779651642,-0.2447815090417862,0.5152187347412109,-0.14157100021839142,-0.2099609673023224,0.5439300537109375,"{""0"": 862}"
505,578,472,856,856,-0.03242876008152962,0.291748046875,0.3389739990234375,-0.01077367551624775,0.307159423828125,0.3823394775390625,"{""0"": 856}"
506,666,467,849,849,0.028326014056801796,0.290191650390625,0.3548431396484375,0.05320737883448601,0.307220458984375,0.40320587158203125,"{""0"": 849}"
507,659,468,845,845,0.022800488397479057,-0.31121826171875,0.732177734375,0.04906848818063736,-0.269500732421875,0.776763916015625,"{""0"": 845}"
508,963,476,845,845,0.2210083305835724,-0.05162808671593666,0.360870361328125,0.2370910942554474,-0.031711552292108536,0.4012603759765625,"{""0"": 845}"
509,45,474,844,844,-0.31982421875,0.09175105392932892,0.5052680969238281,-0.29559326171875,0.11687465757131577,0.5445060729980469,"{""0"": 844}"
510,990,466,843,843,0.2361145317554474,-0.05131527781486511,0.37705230712890625,0.25372314453125,-0.0252132136374712,0.42006683349609375,"{""0"": 843}"
511,384,463,835,835,-0.1688995212316513,-0.008399992249906063,0.23931884765625,-0.1359252631664276,0.03425213322043419,0.2564239501953125,"{""0"": 835}"
512,188,448,833,833,-0.2472381442785263,0.08618160337209702,0.290435791015625,-0.2260284274816513,0.10461422055959702,0.3359527587890625,"{""0"": 833}"
513,1088,465,833,833,0.31146240234375,0.02290157601237297,0.4305763244628906,0.335784912109375,0.04746631905436516,0.48677492141723633,"{""0"": 833}"
514,82,459,832,832,-0.30242919921875,0.01959798112511635,0.729278564453125,-0.283843994140625,0.07081601023674011,0.741241455078125,"{""0"": 832}"
515,946,463,831,831,0.2145386040210724,-0.1510924994945526,0.4479713439941406,0.2282867729663849,-0.12356564402580261,0.5402946472167969,"{""0"": 831}"
516,368,470,829,829,-0.1782379001379013,0.051826443523168564,0.219451904296875,-0.1416015475988388,0.07160946726799011,0.288482666015625,"{""0"": 829}"
517,559,467,825,825,-0.044578585773706436,0.2738037109375,0.745819091796875,-0.02185443416237831,0.318145751953125,0.782958984375,"{""0"": 825}"
518,474,458,820,820,-0.10254668444395065,0.1206512302160263,0.1895751953125,-0.0707549974322319,0.1571349799633026,0.245635986328125,"{""0"": 820}"
519,1005,459,819,819,0.2520751953125,-0.03136441111564636,0.41412353515625,0.267425537109375,-0.0074200318194925785,0.4378471374511719,"{""0"": 819}"
520,668,464,817,817,0.028985993936657906,-0.1453857272863388,0.861114501953125,0.06482698023319244,-0.11917874962091446,0.895294189453125,"{""0"": 817}"
521,400,453,814,814,-0.15861506760120392,-0.3045349419116974,0.5962448120117188,-0.11400599032640457,-0.2813721001148224,0.6439361572265625,"{""0"": 814}"
522,336,452,810,810,-0.19065852463245392,-0.2573547661304474,0.5985946655273438,-0.18629451096057892,-0.2363128960132599,0.6822052001953125,"{""0"": 810}"
523,961,452,810,810,0.2208404392004013,0.2070465385913849,0.37652587890625,0.255126953125,0.2322082817554474,0.4486503601074219,"{""0"": 810}"
524,575,450,809,809,-0.033634137362241745,-0.338897705078125,0.6788787841796875,-0.006577921099960804,-0.295623779296875,0.7325439453125,"{""0"": 809}"
525,281,452,808,808,-0.2129364311695099,0.3144530951976776,0.440700501203537,-0.1583557426929474,0.3634032905101776,0.4868733584880829,"{""0"": 808}"
526,447,448,807,807,-0.1294708251953125,0.1639556586742401,0.271575927734375,-0.0969085693359375,0.1829223334789276,0.307647705078125,"{""0"": 807}"
527,568,455,806,806,-0.03812403231859207,-0.3441162109375,0.6239166259765625,-0.02387995645403862,-0.30194091796875,0.698272705078125,"{""0"": 806}"
528,406,459,805,805,-0.15684504806995392,-0.2868652641773224,0.5447463989257812,-0.12216944992542267,-0.2466278225183487,0.5583343505859375,"{""0"": 805}"
529,892,443,801,801,0.1868133842945099,-0.02948187105357647,0.315582275390625,0.2124481350183487,-0.0014470622409135103,0.3749847412109375,"{""0"": 801}"
530,1032,444,796,796,0.2718505859375,0.2087707817554474,0.5269508361816406,0.29095458984375,0.2531433403491974,0.5816574096679688,"{""0"": 796}"
531,934,444,795,795,0.2096710503101349,-0.1422576606273651,0.4354133605957031,0.2201080620288849,-0.1250610053539276,0.48520758748054504,"{""0"": 795}"
532,796,444,791,791,0.1438751369714737,0.07625581324100494,0.23809814453125,0.1752472072839737,0.1002807766199112,0.28546142578125,"{""0"": 791}"
533,460,447,790,790,-0.11415863782167435,0.1947326511144638,0.3173065185546875,-0.0821228101849556,0.2167816013097763,0.34600830078125,"{""0"": 790}"
534,799,438,790,790,0.14723210036754608,-0.2969360053539276,0.5247840881347656,0.15440373122692108,-0.2633971869945526,0.5599212646484375,"{""0"": 790}"
535,767,444,788,788,0.1281128078699112,0.06333161145448685,0.21539306640625,0.1540832668542862,0.08019256591796875,0.269134521484375,"{""0"": 788}"
536,1067,432,788,788,0.290496826171875,0.15048222243785858,0.4313316345214844,0.2969970703125,0.16383366286754608,0.5005226135253906,"{""0"": 788}"
537,1052,437,782,782,0.2794189453125,-0.016790339723229408,0.7506103515625,0.313934326171875,0.023120932281017303,0.789276123046875,"{""0"": 782}"
538,552,434,781,781,-0.04788590967655182,0.289154052734375,0.3214874267578125,-0.020669957622885704,0.308319091796875,0.36823272705078125,"{""0"": 781}"
539,818,428,780,780,0.154052734375,0.1420745998620987,0.2441406100988388,0.171875,0.1742706298828125,0.2988433837890625,"{""0"": 780}"
540,117,429,772,772,-0.284454345703125,0.12361141294240952,0.2481231540441513,-0.2496337741613388,0.15733332931995392,0.2888031005859375,"{""0"": 772}"
541,582,429,767,767,-0.030309617519378662,-0.370574951171875,0.5352401733398438,-0.013733803294599056,-0.34954833984375,0.5922393798828125,"{""0"": 767}"
542,538,432,766,766,-0.05823133885860443,-0.1435088962316513,0.88848876953125,0.0109758535400033,-0.12363431602716446,0.9210205078125,"{""0"": 766}"
543,311,427,763,763,-0.19931025803089142,-0.2526550590991974,0.5476913452148438,-0.15570063889026642,-0.2239532619714737,0.55718994140625,"{""0"": 763}"
544,249,421,760,760,-0.2247009426355362,0.2652282416820526,0.4741496741771698,-0.1949920952320099,0.3084411323070526,0.5324592590332031,"{""0"": 760}"
545,133,420,758,758,-0.275543212890625,0.1562499850988388,0.777496337890625,-0.2574462890625,0.1830749362707138,0.806121826171875,"{""0"": 758}"
546,30,417,757,757,-0.333038330078125,0.15238948166370392,0.45124050974845886,-0.309173583984375,0.18675227463245392,0.5062065124511719,"{""0"": 757}"
547,623,414,755,755,-0.003952997736632824,0.302215576171875,0.3209381103515625,0.022449472919106483,0.313018798828125,0.3798370361328125,"{""0"": 755}"
548,150,418,754,754,-0.2606810927391052,-0.1498260796070099,0.5041236877441406,-0.25421142578125,-0.1271210014820099,0.5458335876464844,"{""0"": 754}"
549,786,414,742,742,0.13839726150035858,-0.3051757514476776,0.6600799560546875,0.19064335525035858,-0.2815246284008026,0.7024383544921875,"{""0"": 742}"
550,584,414,739,739,-0.029014622792601585,0.2783203125,0.7371368408203125,-0.01979450136423111,0.313812255859375,0.782318115234375,"{""0"": 739}"
551,810,436,738,738,0.15020756423473358,-0.2617492377758026,0.5427818298339844,0.19102482497692108,-0.2381744235754013,0.555633544921875,"{""0"": 738}"
