rank,island_id,faces,summed_uv_area,min_u,min_v,max_u,max_v
539,818,780,0.00016987323760986328,0.078857421875,0.940185546875,0.102294921875,0.961181640625
540,117,772,0.00013336539268493652,0.942138671875,0.984130859375,0.96533203125,0.994384765625
541,582,767,0.00019541382789611816,0.02294921875,0.3876953125,0.045166015625,0.40380859375
542,538,766,0.00035122036933898926,0.059326171875,0.398193359375,0.078857421875,0.427001953125
543,311,763,0.00013008713722229004,0.819091796875,0.927978515625,0.849365234375,0.946044921875
544,249,760,0.0002498626708984375,0.5869140625,0.978759765625,0.615478515625,0.995849609375
545,133,758,3.281235694885254e-05,0.30322265625,0.97998046875,0.30908203125,0.99365234375
546,30,757,0.00023087859153747559,0.021484375,0.812255859375,0.04345703125,0.829833984375
547,623,755,9.465217590332031e-05,0.039794921875,0.974853515625,0.06494140625,0.9814453125
548,150,754,6.935000419616699e-05,0.981201171875,0.42529296875,0.986328125,0.443603515625
549,786,742,0.00014799833297729492,0.0400390625,0.943115234375,0.048583984375,0.97021484375
550,584,739,6.592273712158203e-05,0.15576171875,0.010498046875,0.16162109375,0.026123046875
551,810,738,0.00015419721603393555,0.019287109375,0.436767578125,0.033447265625,0.45849609375
552,53,737,0.00019556283950805664,0.034912109375,0.2568359375,0.056640625,0.274169921875
553,667,733,0.00020870566368103027,0.327880859375,0.9228515625,0.35791015625,0.947021484375
554,569,732,0.0003065168857574463,0.64501953125,0.917724609375,0.6826171875,0.93994140625
555,309,729,0.0001029670238494873,0.342041015625,0.97607421875,0.35595703125,0.99560546875
556,888,726,0.0001888871192932129,0.427490234375,0.013427734375,0.4462890625,0.028076171875
557,161,721,0.00018152594566345215,0.05908203125,0.6279296875,0.069091796875,0.658935546875
558,413,718,0.00013324618339538574,0.124267578125,0.358154296875,0.150390625,0.390625
559,470,712,0.000299602746963501,0.13037109375,0.041015625,0.145263671875,0.08203125
560,124,711,0.00015586614608764648,0.615478515625,0.964599609375,0.630615234375,0.98876953125
561,301,710,0.00038242340087890625,0.044921875,0.74609375,0.069091796875,0.774658203125
562,710,705,6.744265556335449e-05,0.694091796875,0.00439453125,0.706787109375,0.012939453125
563,32,703,0.00013890862464904785,0.768310546875,0.945068359375,0.778076171875,0.972412109375
564,560,702,0.00015878677368164062,0.966552734375,0.015380859375,0.99072265625,0.032470703125
565,408,696,0.00023227930068969727,0.16064453125,0.739013671875,0.191162109375,0.774658203125
566,812,694,8.317828178405762e-05,0.98095703125,0.321533203125,0.99462890625,0.336669921875
567,964,693,9.649991989135742e-05,0.80810546875,0.019775390625,0.82958984375,0.028076171875
568,193,691,0.00040605664253234863,0.125244140625,0.522216796875,0.144287109375,0.562255859375
569,516,689,0.0002307295799255371,0.351318359375,0.966552734375,0.37109375,0.98876953125
570,595,686,0.00028273463249206543,0.084716796875,0.4619140625,0.11962890625,0.47900390625
571,175,684,0.0006364881992340088,0.471435546875,0.073486328125,0.502197265625,0.118896484375
572,949,683,0.00010445713996887207,0.0263671875,0.676513671875,0.033447265625,0.69873046875
573,469,681,0.00021958351135253906,0.796875,0.946533203125,0.810546875,0.974365234375
574,650,681,0.00014656782150268555,0.044921875,0.726806640625,0.069091796875,0.740234375
575,1079,675,8.907914161682129e-05,0.63525390625,0.978759765625,0.65380859375,0.99267578125
576,625,674,5.5730342864990234e-05,0.767333984375,0.0185546875,0.7880859375,0.02197265625
577,1022,672,0.0001754462718963623,0.427490234375,0.032958984375,0.453369140625,0.04736328125
578,58,671,0.00024393200874328613,0.13232421875,0.9755859375,0.15869140625,0.994873046875
579,340,671,6.0677528381347656e-05,0.01123046875,0.6279296875,0.0283203125,0.6357421875
580,740,671,4.163384437561035e-05,0.005126953125,0.68310546875,0.020263671875,0.687255859375
581,1080,668,0.00015345215797424316,0.06640625,0.9697265625,0.095458984375,0.98974609375
582,626,667,2.6613473892211914e-05,0.168212890625,0.010498046875,0.1806640625,0.013916015625
583,606,661,4.83393669128418e-05,0.009521484375,0.283935546875,0.026123046875,0.293701171875
584,636,659,0.00015819072723388672,0.05615234375,0.948486328125,0.081298828125,0.965087890625
585,219,656,9.444355964660645e-05,0.245361328125,0.019775390625,0.263427734375,0.031005859375
586,944,656,0.00018453598022460938,0.054443359375,0.31640625,0.0830078125,0.32958984375
587,416,653,0.00011023879051208496,0.3076171875,0.00537109375,0.3232421875,0.016845703125
588,571,651,0.00010251998901367188,0.00537109375,0.78564453125,0.023193359375,0.79736328125
589,909,650,0.0001380443572998047,0.121337890625,0.93310546875,0.1533203125,0.943603515625
590,285,648,0.00014579296112060547,0.966552734375,0.149658203125,0.98779296875,0.167724609375
591,788,648,4.559755325317383e-05,0.98388671875,0.487548828125,0.98876953125,0.502197265625
592,350,647,0.0002015233039855957,0.013427734375,0.834716796875,0.0302734375,0.85595703125
593,848,647,6.22868537902832e-05,0.032958984375,0.843505859375,0.0546875,0.8564453125
594,919,647,0.00015878677368164062,0.041015625,0.399169921875,0.056640625,0.4248046875
595,220,646,0.00011900067329406738,0.0166015625,0.3134765625,0.03125,0.335693359375
596,576,644,4.464387893676758e-05,0.888427734375,0.984130859375,0.892822265625,0.997802734375
597,735,642,0.0005515515804290771,0.30859375,0.111083984375,0.35888671875,0.14111328125
598,106,641,5.0634145736694336e-05,0.012451171875,0.17236328125,0.0283203125,0.184814453125
599,1069,641,6.839632987976074e-05,0.025634765625,0.37548828125,0.048583984375,0.38134765625
600,628,636,0.00015941262245178223,0.288330078125,0.96435546875,0.300537109375,0.98876953125
601,795,636,9.706616401672363e-05,0.66845703125,0.0263671875,0.6826171875,0.045654296875
602,764,630,0.00028884410858154297,0.143798828125,0.348388671875,0.161376953125,0.390380859375
603,999,630,8.398294448852539e-05,0.891357421875,0.00830078125,0.903076171875,0.023193359375
604,63,623,0.00021210312843322754,0.03271484375,0.4521484375,0.050537109375,0.476806640625
605,811,622,3.999471664428711e-05,0.9697265625,0.982666015625,0.974365234375,0.996826171875
606,453,618,9.924173355102539e-05,0.029541015625,0.133544921875,0.052978515625,0.1533203125
607,1093,617,0.00017562508583068848,0.46533203125,0.018798828125,0.48486328125,0.030029296875
608,185,616,6.201863288879395e-05,0.980712890625,0.139404296875,0.995849609375,0.145263671875
609,639,615,4.0084123611450195e-05,0.005126953125,0.75,0.018310546875,0.7607421875
610,1028,613,0.0001538395881652832,0.902587890625,0.013671875,0.92138671875,0.029052734375
611,594,605,8.863210678100586e-05,0.986083984375,0.734619140625,0.995849609375,0.747802734375
612,144,604,8.675456047058105e-05,0.00439453125,0.072265625,0.011962890625,0.08935546875
613,237,603,0.00010666251182556152,0.681884765625,0.92822265625,0.693603515625,0.955810546875
614,448,600,0.00014168024063110352,0.650146484375,0.015625,0.6640625,0.0361328125
615,970,600,0.0002511143684387207,0.014404296875,0.257568359375,0.0302734375,0.279541015625
616,27,598,0.00014391541481018066,0.008544921875,0.422119140625,0.025146484375,0.4404296875
617,31,590,0.00011527538299560547,0.05029296875,0.95751953125,0.074951171875,0.974365234375
618,960,589,0.00022649765014648438,0.07177734375,0.602294921875,0.09619140625,0.62451171875
619,1096,578,6.183981895446777e-05,0.98583984375,0.701416015625,0.994873046875,0.713623046875
620,466,571,0.0001093745231628418,0.00537109375,0.974853515625,0.016845703125,0.991455078125
621,762,571,7.957220077514648e-05,0.508056640625,0.005615234375,0.517333984375,0.02197265625
622,180,569,5.2094459533691406e-05,0.97607421875,0.4111328125,0.99365234375,0.4189453125
623,371,565,0.00022205710411071777,0.0185546875,0.15283203125,0.036376953125,0.1787109375
624,742,564,7.840991020202637e-05,0.40625,0.001220703125,0.4189453125,0.011962890625
625,518,563,0.00013807415962219238,0.92626953125,0.017578125,0.945556640625,0.0341796875
626,272,559,0.000254899263381958,0.838623046875,0.938232421875,0.866455078125,0.958251953125
627,547,557,0.0001691579818725586,0.378662109375,0.974853515625,0.400634765625,0.98974609375
628,1053,555,0.0001163184642791748,0.021728515625,0.048095703125,0.0322265625,0.072021484375
629,66,549,3.7789344787597656e-05,0.00439453125,0.3388671875,0.01806640625,0.345703125
630,184,548,0.00012668967247009277,0.832763671875,0.015625,0.85302734375,0.024169921875
631,561,546,0.00011867284774780273,0.34130859375,0.01025390625,0.3525390625,0.0283203125
632,29,541,5.9723854064941406e-05,0.79296875,0.015625,0.812255859375,0.02392578125
633,412,541,7.003545761108398e-05,0.989013671875,0.9013671875,0.9990234375,0.912353515625
